pathwayid,name,pwtype,category,url,source,srcid,externalid,extid,taxid,taxname,core,cids,geneids,protacxns,dois,ecs,annotation,annotscore
1184463,Sorafenib Pharmacodynamics,organism_specific,pathway,https://www.pharmgkb.org/pathway/PA165959584,PharmGKB,11,PA165959584,PA165959584,9606,Homo sapiens (human),1,NULL,"207,673,2260,2322,3815,5159,5894,5979","B0LPE5,B3KVH4,P04049,P07949,P09619,P10721,P11362,P15056,P36888,Q59F04",NULL,"2.7.10.1,2.7.11.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184467,"Vemurafenib Pathway, Pharmacodynamics",organism_specific,pathway,https://www.pharmgkb.org/pathway/PA165980050,PharmGKB,11,PA165980050,PA165980050,9606,Homo sapiens (human),1,NULL,"369,673,2885,5894,6654,6655","B0LPF3,P04049,P10398,P15056,Q07889,Q07890",NULL,2.7.11.1,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184475,"Tacrolimus/Cyclosporine Pathway, Pharmacodynamics",organism_specific,pathway,https://www.pharmgkb.org/pathway/PA165985892,PharmGKB,11,PA165985892,PA165985892,9606,Homo sapiens (human),1,NULL,"467,1386,1432,2280,2353,2354,2355,3558,3725,3726,3727,4094,4097,4214,4296,4772,4773,4776,4790,4791,4901,5478,5599,5606,5608,5609,5966,5970,5971,6416,6885,7040,7975,8061,9935,10538,23764,122953,389692","A1L4K2,A4D214,A8K220,A8K3Y2,A8K9D9,A8VJE1,B3KP27,B4DV49,B5B2M5,B5B2N8,O14733,O15525,O43318,O75444,P01100,P01137,P05412,P15336,P15407,P17275,P17535,P18847,P19838,P45983,P45985,P46734,P54845,P60568,P62942,Q01201,Q04206,Q04864,Q13233,Q14934,Q16520,Q16539,Q16584,Q6FI23,Q8NHW3,Q8WYK2,Q9Y5Q3",NULL,"2.3.1.48,2.7.11.24,2.7.11.25,2.7.12.2,5.2.1.8","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184481,"Gemtuzumab ozogamicin Pathway, Pharmacokinetics/Pharmacodynamics",organism_specific,pathway,https://www.pharmgkb.org/pathway/PA166115250,PharmGKB,11,PA166115250,PA166115250,9606,Homo sapiens (human),1,NULL,"142,207,472,545,572,578,581,596,598,836,842,891,945,1244,1647,3014,4363,5243,5591,7518,54205","A4D1D2,B0LPE5,B4E3P8,C9JHD5,P09874,P14635,P16104,P24522,P31749,P33527,P42574,P55211,P78527,P99999,Q07812,Q07817,Q13315,Q13426,Q13535,Q16611,Q5TCA8,Q6FH21,Q92887",NULL,"2.4.2.-,2.4.2.30,2.7.11.1,3.4.22.56,3.4.22.62,7.6.2.2,7.6.2.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184486,"Peginterferon alpha-2a/Peginterferon alpha-2b Pathway (Hepatocyte), Pharmacodynamics",organism_specific,pathway,https://www.pharmgkb.org/pathway/PA166126086,PharmGKB,11,PA166126086,PA166126086,9606,Homo sapiens (human),1,NULL,"103,3440,3454,3455,3588,3661,3665,3716,4599,4938,5610,6772,6773,7297,8554,9021,10379,11274,23586,57506,163702,282617","B2RDA5,B4DLC7,O14543,O75925,O95786,P00973,P01563,P17181,P19525,P23458,P29597,P42224,P48551,P52630,P55265,Q00978,Q08334,Q14653,Q53Y90,Q59EC0,Q5VTX7,Q6DJX8,Q7Z434,Q8IV66,Q8IZI9,Q92985,Q9UMW8",NULL,"2.3.2.-,2.7.10.2,2.7.11.1,2.7.7.84,3.4.19.-,3.5.4.37,3.6.4.13","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
1184514,Glutathione Metabolism,organism_specific,Metabolic,http://pathbank.org/view/SMP0000015,PathBank,10,SMP0000015,SMP0000015,9606,Homo sapiens (human),1,"784,962,1004,5862,5886,5950,5957,6022,6323,7405,33032,115260,123938,124886,439498,440103,5255796,5257127,22169024,22833512,55290163","290,840,2729,2730,2876,2936,2937,26873,79017,119391,124975","O14841,O75223,P00390,P07203,P15144,P48506,P48507,P48637,P55210,Q6P531,Q9H4Y5",NULL,"1.11.1.9,1.20.4.2,1.8.1.7,1.8.5.1,2.3.2.2,2.5.1.18,3.4.11.2,3.4.19.13,3.4.22.60,3.5.2.9,4.3.2.9,6.3.2.2,6.3.2.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184567,Steroidogenesis,organism_specific,Metabolic,http://pathbank.org/view/SMP0000130,PathBank,10,SMP0000130,SMP0000130,9606,Homo sapiens (human),1,"129,962,977,1038,5753,5754,5886,5893,5994,5997,6166,6238,11222,65554,91451,92810,164838,167685,192735,222786,222803,247020,439153,440695,440707,440708,440711,9863245,12444617,13783449,22833512,24758425,24779614,44263339,44263342,44263345,44263347,44725717,53477678,53477896,53477897,53477898","1109,1583,1584,1585,1586,1589,3283,3284,3290,3291,6718","P05093,P05108,P08686,P14060,P15538,P17516,P19099,P26439,P28845,P51857,P80365",NULL,"1.1.1.-,1.1.1.145,1.1.1.146,1.1.1.210,1.1.1.225,1.1.1.270,1.1.1.357,1.14.14.16,1.14.14.19,1.14.14.32,1.14.15.4,1.14.15.5,1.14.15.6,1.3.1.3,5.3.3.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184569,Inositol Metabolism,organism_specific,Metabolic,http://pathbank.org/view/SMP0000011,PathBank,10,SMP0000011,SMP0000011,9606,Homo sapiens (human),1,"890,892,962,977,1004,1061,5957,5958,6022,107758,121920,439444,439455,439456,439468,440194,440211,443266,444791,644102,5288700,6857403,25200523,25201336,53477782,53477912","3612,3628,3631,3705,3706,5289,5290,5297,8678,9562,9896,27124,30849,51477,55586,55626,55697,64768,113026,114971,200576,253430","P23677,P29218,P42336,P42356,P49441,Q08AM6,Q13572,Q14457,Q15735,Q8N3E9,Q8NEB9,Q8NFU5,Q8WUK0,Q92562,Q96PE3,Q99570,Q9C0C7,Q9H8X2,Q9NPH2,Q9UGB7,Q9UNW1,Q9Y2I7",NULL,"1.13.99.1,2.7.1.127,2.7.1.134,2.7.1.137,2.7.1.140,2.7.1.150,2.7.1.151,2.7.1.153,2.7.1.158,2.7.1.159,2.7.1.67,2.7.11.1,3.1.3.-,3.1.3.16,3.1.3.25,3.1.3.27,3.1.3.48,3.1.3.56,3.1.3.57,3.1.3.62,3.1.3.66,3.1.3.80,3.1.3.94,3.1.4.11,5.5.1.4","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184591,Glutathione Synthetase Deficiency,organism_specific,Disease,http://pathbank.org/view/SMP0000337,PathBank,10,SMP0000337,SMP0000337,9606,Homo sapiens (human),1,"784,962,1004,5862,5886,5950,5957,6022,6323,7405,33032,115260,123938,124886,439498,440103,5255796,5257127,22169024,22833512,55290163","290,840,2729,2730,2876,2936,2937,26873,79017,119391,124975","O14841,O75223,P00390,P07203,P15144,P48506,P48507,P48637,P55210,Q6P531,Q9H4Y5",NULL,"1.11.1.9,1.20.4.2,1.8.1.7,1.8.5.1,2.3.2.2,2.5.1.18,3.4.11.2,3.4.19.13,3.4.22.60,3.5.2.9,4.3.2.9,6.3.2.2,6.3.2.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184592,5-Oxoprolinuria,organism_specific,Disease,http://pathbank.org/view/SMP0000143,PathBank,10,SMP0000143,SMP0000143,9606,Homo sapiens (human),1,"784,962,1004,5862,5886,5950,5957,6022,6323,7405,33032,115260,123938,124886,439498,440103,5255796,5257127,22169024,22833512,55290163","290,840,2729,2730,2876,2936,2937,26873,79017,119391,124975","O14841,O75223,P00390,P07203,P15144,P48506,P48507,P48637,P55210,Q6P531,Q9H4Y5",NULL,"1.11.1.9,1.20.4.2,1.8.1.7,1.8.5.1,2.3.2.2,2.5.1.18,3.4.11.2,3.4.19.13,3.4.22.60,3.5.2.9,4.3.2.9,6.3.2.2,6.3.2.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184628,gamma-Glutamyltransferase Deficiency,organism_specific,Disease,http://pathbank.org/view/SMP0000183,PathBank,10,SMP0000183,SMP0000183,9606,Homo sapiens (human),1,"784,962,1004,5862,5886,5950,5957,6022,6323,7405,33032,115260,123938,124886,439498,440103,5255796,5257127,22169024,22833512,55290163","290,840,2729,2730,2876,2936,2937,26873,79017,119391,124975","O14841,O75223,P00390,P07203,P15144,P48506,P48507,P48637,P55210,Q6P531,Q9H4Y5",NULL,"1.11.1.9,1.20.4.2,1.8.1.7,1.8.5.1,2.3.2.2,2.5.1.18,3.4.11.2,3.4.19.13,3.4.22.60,3.5.2.9,4.3.2.9,6.3.2.2,6.3.2.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184661,Kidney Function,organism_specific,Physiological,http://pathbank.org/view/SMP0000483,PathBank,10,SMP0000483,SMP0000483,9606,Homo sapiens (human),1,"312,614,769,813,923,962,1176,5862,24758425","358,359,360,476,477,478,480,481,482,483,486,1187,4306,6337,6338,6339,6340,6505,6519,6520,6557,6559,6582,8140,8170,9056,9057,9356,9990,11136,23428,54716,55089","B7ZKV8,O15244,P05023,P05026,P08195,P08235,P13637,P14415,P29972,P37088,P41181,P43005,P50993,P51168,P51170,P51172,P51800,P54709,P54710,P55017,P82251,Q01650,Q07837,Q13621,Q13733,Q15849,Q4U2R8,Q92482,Q92536,Q969I6,Q9NP91,Q9UHI5,Q9UHW9,Q9UM01",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184662,Transcription/Translation,organism_specific,pathway,http://pathbank.org/view/SMP0000019,PathBank,10,SMP0000019,SMP0000019,9606,Homo sapiens (human),1,24758425,"476,477,478,480,481,482,483,486,4306,6337,6338,6339,6340","B7ZKV8,P05023,P05026,P08235,P13637,P14415,P37088,P50993,P51168,P51170,P51172,P54709,P54710,Q13733",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184669,Phosphatidylinositol Phosphate Metabolism,organism_specific,Metabolic,http://pathbank.org/view/SMP0000463,PathBank,10,SMP0000463,SMP0000463,9606,Homo sapiens (human),1,"892,962,1061,5957,6022,6131,439456,5282283,5771758,53477915,53480165,53480228,53480341","2064,3635,5286,5289,5293,5295,5297,5305,5728,8394,8678,8821,8867,9896,10423,23236,30849,55626,55697,56623,200576","O00329,O00443,O14735,O15327,O43426,P04626,P27986,P42356,P48426,P60484,Q08AM6,Q14457,Q504U8,Q8NEB9,Q92562,Q92835,Q99570,Q99755,Q9C0C7,Q9NQ66,Q9NRR6,Q9Y2I7",NULL,"2.7.1.137,2.7.1.149,2.7.1.150,2.7.1.153,2.7.1.154,2.7.1.67,2.7.1.68,2.7.10.1,2.7.11.1,2.7.8.11,3.1.3.-,3.1.3.16,3.1.3.36,3.1.3.48,3.1.3.56,3.1.3.66,3.1.3.67,3.1.3.86,3.1.4.11","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184678,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,organism_specific,Disease,http://pathbank.org/view/SMP0000373,PathBank,10,SMP0000373,SMP0000373,9606,Homo sapiens (human),1,"129,962,977,1038,5753,5754,5886,5893,5994,5997,6166,6238,11222,65554,91451,92810,164838,167685,192735,222786,222803,247020,439153,440695,440707,440708,440711,9863245,12444617,13783449,22833512,24758425,24779614,44263339,44263342,44263345,44263347,44725717,53477678,53477896,53477897,53477898","1109,1583,1584,1585,1586,1589,3283,3284,3290,3291,6718","P05093,P05108,P08686,P14060,P15538,P17516,P19099,P26439,P28845,P51857,P80365",NULL,"1.1.1.-,1.1.1.145,1.1.1.146,1.1.1.210,1.1.1.225,1.1.1.270,1.1.1.357,1.14.14.16,1.14.14.19,1.14.14.32,1.14.15.4,1.14.15.5,1.14.15.6,1.3.1.3,5.3.3.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184679,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,organism_specific,Disease,http://pathbank.org/view/SMP0000371,PathBank,10,SMP0000371,SMP0000371,9606,Homo sapiens (human),1,"129,962,977,1038,5753,5754,5886,5893,5994,5997,6166,6238,11222,65554,91451,92810,164838,167685,192735,222786,222803,247020,439153,440695,440707,440708,440711,9863245,12444617,13783449,22833512,24758425,24779614,44263339,44263342,44263345,44263347,44725717,53477678,53477896,53477897,53477898","1109,1583,1584,1585,1586,1589,3283,3284,3290,3291,6718","P05093,P05108,P08686,P14060,P15538,P17516,P19099,P26439,P28845,P51857,P80365",NULL,"1.1.1.-,1.1.1.145,1.1.1.146,1.1.1.210,1.1.1.225,1.1.1.270,1.1.1.357,1.14.14.16,1.14.14.19,1.14.14.32,1.14.15.4,1.14.15.5,1.14.15.6,1.3.1.3,5.3.3.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184680,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,organism_specific,Disease,http://pathbank.org/view/SMP0000372,PathBank,10,SMP0000372,SMP0000372,9606,Homo sapiens (human),1,"129,962,977,1038,5753,5754,5886,5893,5994,5997,6166,6238,11222,65554,91451,92810,164838,167685,192735,222786,222803,247020,439153,440695,440707,440708,440711,9863245,12444617,13783449,22833512,24758425,24779614,44263339,44263342,44263345,44263347,44725717,53477678,53477896,53477897,53477898","1109,1583,1584,1585,1586,1589,3283,3284,3290,3291,6718","P05093,P05108,P08686,P14060,P15538,P17516,P19099,P26439,P28845,P51857,P80365",NULL,"1.1.1.-,1.1.1.145,1.1.1.146,1.1.1.210,1.1.1.225,1.1.1.270,1.1.1.357,1.14.14.16,1.14.14.19,1.14.14.32,1.14.15.4,1.14.15.5,1.14.15.6,1.3.1.3,5.3.3.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184716,Glucose Transporter Defect (SGLT2),organism_specific,Disease,http://pathbank.org/view/SMP0000184,PathBank,10,SMP0000184,SMP0000184,9606,Homo sapiens (human),1,"312,614,769,813,923,1176,5862,24758425","476,477,478,480,481,482,483,486,1187,4306,6337,6338,6339,6340,6505,6519,6520,6557,6559,6582,8140,8170,9056,9057,9356,9990,11136,23428,54716,55089","B7ZKV8,O15244,P05023,P05026,P08195,P08235,P13637,P14415,P37088,P43005,P50993,P51168,P51170,P51172,P51800,P54709,P54710,P55017,P82251,Q01650,Q07837,Q13621,Q13733,Q15849,Q4U2R8,Q92536,Q969I6,Q9NP91,Q9UHI5,Q9UHW9,Q9UM01",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184717,Hartnup Disorder,organism_specific,Disease,http://pathbank.org/view/SMP0000189,PathBank,10,SMP0000189,SMP0000189,9606,Homo sapiens (human),1,"312,614,769,813,923,1176,5862,24758425","476,477,478,480,481,482,483,486,1187,4306,6337,6338,6339,6340,6505,6519,6520,6557,6559,6582,8140,8170,9056,9057,9356,9990,11136,23428,54716,55089","B7ZKV8,O15244,P05023,P05026,P08195,P08235,P13637,P14415,P37088,P43005,P50993,P51168,P51170,P51172,P51800,P54709,P54710,P55017,P82251,Q01650,Q07837,Q13621,Q13733,Q15849,Q4U2R8,Q92536,Q969I6,Q9NP91,Q9UHI5,Q9UHW9,Q9UM01",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184718,Iminoglycinuria,organism_specific,Disease,http://pathbank.org/view/SMP0000193,PathBank,10,SMP0000193,SMP0000193,9606,Homo sapiens (human),1,"312,614,769,813,923,1176,5862,24758425","476,477,478,480,481,482,483,486,1187,4306,6337,6338,6339,6340,6505,6519,6520,6557,6559,6582,8140,8170,9056,9057,9356,9990,11136,23428,54716,55089","B7ZKV8,O15244,P05023,P05026,P08195,P08235,P13637,P14415,P37088,P43005,P50993,P51168,P51170,P51172,P51800,P54709,P54710,P55017,P82251,Q01650,Q07837,Q13621,Q13733,Q15849,Q4U2R8,Q92536,Q969I6,Q9NP91,Q9UHI5,Q9UHW9,Q9UM01",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184719,Lysinuric Protein Intolerance,organism_specific,Disease,http://pathbank.org/view/SMP0000197,PathBank,10,SMP0000197,SMP0000197,9606,Homo sapiens (human),1,"312,614,769,813,923,1176,5862,24758425","476,477,478,480,481,482,483,486,1187,4306,6337,6338,6339,6340,6505,6519,6520,6557,6559,6582,8140,8170,9056,9057,9356,9990,11136,23428,54716,55089","B7ZKV8,O15244,P05023,P05026,P08195,P08235,P13637,P14415,P37088,P43005,P50993,P51168,P51170,P51172,P51800,P54709,P54710,P55017,P82251,Q01650,Q07837,Q13621,Q13733,Q15849,Q4U2R8,Q92536,Q969I6,Q9NP91,Q9UHI5,Q9UHW9,Q9UM01",NULL,7.2.2.13,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184721,Benazepril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000145,PathBank,10,SMP0000145,SMP0000145,9606,Homo sapiens (human),1,"172198,3081372,5463984,40466887","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184722,Captopril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000146,PathBank,10,SMP0000146,SMP0000146,9606,Homo sapiens (human),1,"44093,172198,3081372","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184723,Cilazapril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000147,PathBank,10,SMP0000147,SMP0000147,9606,Homo sapiens (human),1,"64766,172198,3081372,40466888","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184724,Enalapril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000148,PathBank,10,SMP0000148,SMP0000148,9606,Homo sapiens (human),1,"172198,3081372,6917719,40466924","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184725,Fosinopril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000149,PathBank,10,SMP0000149,SMP0000149,9606,Homo sapiens (human),1,"55891,62956,172198,3081372","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184726,Lisinopril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000150,PathBank,10,SMP0000150,SMP0000150,9606,Homo sapiens (human),1,"172198,3081372,11865407","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184727,Moexipril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000151,PathBank,10,SMP0000151,SMP0000151,9606,Homo sapiens (human),1,"55331,172198,3081372,40466988","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184728,Perindopril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000152,PathBank,10,SMP0000152,SMP0000152,9606,Homo sapiens (human),1,"72022,107807,172198,179962,3081372","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184729,Quinapril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000153,PathBank,10,SMP0000153,SMP0000153,9606,Homo sapiens (human),1,"107994,172198,3081372,40466957","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184730,Ramipril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000154,PathBank,10,SMP0000154,SMP0000154,9606,Homo sapiens (human),1,"172198,3081372,5362129,5464096","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184731,Rescinnamine Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000155,PathBank,10,SMP0000155,SMP0000155,9606,Homo sapiens (human),1,"32681,172198,3081372","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184732,Spirapril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000156,PathBank,10,SMP0000156,SMP0000156,9606,Homo sapiens (human),1,"172198,3033702,3081372,40479741","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184733,Trandolapril Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000157,PathBank,10,SMP0000157,SMP0000157,9606,Homo sapiens (human),1,"172198,3081372,5464097,37888437","183,1636,5972","P00797,P01019,P12821",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184776,Candesartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000158,PathBank,10,SMP0000158,SMP0000158,9606,Homo sapiens (human),1,"2541,8977,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184777,Eprosartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000159,PathBank,10,SMP0000159,SMP0000159,9606,Homo sapiens (human),1,"8977,172198,3081372,5281037","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184778,Forasartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000160,PathBank,10,SMP0000160,SMP0000160,9606,Homo sapiens (human),1,"132706,172198,3081372","183,185,1636,5972","P00797,P01019,P12821,P30556",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184779,Irbesartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000161,PathBank,10,SMP0000161,SMP0000161,9606,Homo sapiens (human),1,"3749,8977,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184780,Losartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000162,PathBank,10,SMP0000162,SMP0000162,9606,Homo sapiens (human),1,"3961,8977,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184781,Olmesartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000163,PathBank,10,SMP0000163,SMP0000163,9606,Homo sapiens (human),1,"8977,158781,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184782,Telmisartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000164,PathBank,10,SMP0000164,SMP0000164,9606,Homo sapiens (human),1,"8977,65999,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
1184783,Valsartan Action Pathway,organism_specific,Drug Action,http://pathbank.org/view/SMP0000165,PathBank,10,SMP0000165,SMP0000165,9606,Homo sapiens (human),1,"8977,60846,172198,3081372","183,185,1636,2776,2782,5972,54331","P00797,P01019,P12821,P30556,P50148,P59768,P62873",NULL,"3.2.1.-,3.4.15.1,3.4.23.15","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
